transaction_id,merchant_id,product,fee_type,fee_amount_eur,created_at_clean,year_month,transaction_amount_eur,transaction_status,merchant_cohort
127635317,133,card_reader,default,1.0,2025-06-01 15:23:00,2025-06,5.4,successful,Established
127635318,136,card_reader,default,1.0,2025-06-01 15:31:00,2025-06,16.5,successful,Established
127635319,126,online_store,default,1.0,2025-06-01 15:38:00,2025-06,34.6,successful,Established
127635320,198,card_reader,default,1.0,2025-06-01 15:41:00,2025-06,10.4,successful,Established
127635321,158,online_store,default,1.0,2025-06-01 15:46:00,2025-06,30.6,successful,Established
127635322,176,card_reader,default,1.0,2025-06-01 16:03:00,2025-06,44.9,successful,Established
127635323,102,card_reader,default,1.0,2025-06-01 16:04:00,2025-06,38.0,failed,Established
127635324,188,online_store,default,1.0,2025-06-01 16:15:00,2025-06,32.6,failed,Established
127635325,191,online_store,default,1.0,2025-06-01 16:31:00,2025-06,41.6,failed,Established
127635326,110,card_reader,default,1.0,2025-06-01 16:55:00,2025-06,44.9,failed,Established
127635327,131,card_reader,default,1.0,2025-06-01 16:59:00,2025-06,6.8,successful,Established
127635328,120,card_reader,default,1.0,2025-06-01 17:13:00,2025-06,17.0,successful,Established
127635329,188,card_reader,default,1.0,2025-06-01 17:17:00,2025-06,15.0,successful,Established
127635330,143,card_reader,default,1.0,2025-06-01 17:34:00,2025-06,45.5,successful,Established
127635331,160,card_reader,default,1.0,2025-06-01 17:36:00,2025-06,1.8,successful,Established
127635332,117,card_reader,default,1.0,2025-06-01 17:39:00,2025-06,17.7,successful,Established
127635333,174,card_reader,default,1.0,2025-06-01 17:46:00,2025-06,25.8,failed,Established
127635334,188,card_reader,default,1.0,2025-06-01 17:48:00,2025-06,7.0,successful,Established
127635335,179,online_store,default,1.0,2025-06-01 18:05:00,2025-06,49.2,successful,Established
127635336,199,payment_links,default,1.0,2025-06-01 18:06:00,2025-06,1.0,failed,Established
127635337,171,payment_links,default,1.0,2025-06-01 18:56:00,2025-06,50.4,successful,Established
127635338,136,card_reader,default,1.0,2025-06-01 19:04:00,2025-06,58.5,successful,Established
127635339,106,card_reader,default,1.0,2025-06-01 19:09:00,2025-06,7.7,failed,Established
127635340,136,card_reader,default,1.0,2025-06-01 19:23:00,2025-06,47.0,successful,Established
127635341,142,card_reader,default,1.0,2025-06-01 19:42:00,2025-06,37.4,successful,Established
127635342,186,card_reader,default,1.0,2025-06-01 19:44:00,2025-06,58.6,failed,Established
127635343,142,online_store,default,1.0,2025-06-01 19:56:00,2025-06,11.9,successful,Established
127635344,172,card_reader,default,1.0,2025-06-01 20:18:00,2025-06,16.8,failed,Established
127635345,157,payment_links,default,1.0,2025-06-01 20:22:00,2025-06,53.7,successful,Established
127635346,183,card_reader,default,1.0,2025-06-01 20:23:00,2025-06,14.7,failed,Established
127635347,180,card_reader,default,1.0,2025-06-01 20:39:00,2025-06,3.0,failed,Established
127635348,166,card_reader,default,1.0,2025-06-01 20:41:00,2025-06,12.2,successful,Established
127635349,182,card_reader,default,1.0,2025-06-01 21:04:00,2025-06,25.5,successful,Established
127635350,139,card_reader,default,1.0,2025-06-01 21:19:00,2025-06,9.0,successful,Established
127635351,162,card_reader,default,1.0,2025-06-01 21:25:00,2025-06,51.5,failed,Established
127635352,199,card_reader,default,1.0,2025-06-01 21:36:00,2025-06,46.2,successful,Established
127635353,158,card_reader,default,1.0,2025-06-01 21:38:00,2025-06,44.9,failed,Established
127635354,189,payment_links,default,1.0,2025-06-01 21:41:00,2025-06,3.6,successful,Established
127635355,121,online_store,default,1.0,2025-06-01 21:49:00,2025-06,25.0,successful,Established
127635356,133,card_reader,default,1.0,2025-06-01 21:58:00,2025-06,58.1,failed,Established
127635357,117,online_store,default,1.0,2025-06-01 22:13:00,2025-06,4.8,successful,Established
127635358,158,card_reader,default,1.0,2025-06-01 22:20:00,2025-06,3.9,successful,Established
127635359,117,card_reader,default,1.0,2025-06-01 22:26:00,2025-06,56.3,successful,Established
127635360,150,card_reader,default,1.0,2025-06-01 22:34:00,2025-06,44.3,successful,Established
127635361,139,card_reader,default,1.0,2025-06-01 23:55:00,2025-06,2.8,successful,Established
127635362,127,card_reader,default,1.0,2025-06-01 23:57:00,2025-06,57.1,successful,Established
127635363,151,card_reader,default,1.0,2025-06-02 00:05:00,2025-06,2.9,successful,Established
127635364,106,card_reader,default,1.0,2025-06-02 00:07:00,2025-06,16.9,successful,Established
127635365,122,card_reader,default,1.0,2025-06-02 00:32:00,2025-06,14.3,successful,Established
127635366,166,card_reader,default,1.0,2025-06-02 00:38:00,2025-06,35.0,successful,Established
127635367,111,card_reader,default,1.0,2025-06-02 00:43:00,2025-06,7.8,successful,Established
127635368,141,card_reader,default,1.0,2025-06-02 00:56:00,2025-06,58.6,failed,Established
127635369,140,card_reader,default,1.0,2025-06-02 01:03:00,2025-06,58.6,successful,Established
127635370,135,card_reader,default,1.0,2025-06-02 01:08:00,2025-06,12.0,successful,Established
127635371,121,card_reader,default,1.0,2025-06-02 01:44:00,2025-06,16.9,successful,Established
127635372,197,card_reader,default,1.0,2025-06-02 01:49:00,2025-06,45.1,successful,Established
127635373,134,card_reader,default,1.0,2025-06-02 02:01:00,2025-06,23.8,successful,Established
127635374,179,card_reader,default,1.0,2025-06-02 02:05:00,2025-06,23.7,successful,Established
127635375,189,card_reader,default,1.0,2025-06-02 02:21:00,2025-06,41.1,successful,Established
127635376,129,payment_links,default,1.0,2025-06-02 02:32:00,2025-06,4.4,successful,Established
127635377,160,payment_links,default,1.0,2025-06-02 02:44:00,2025-06,16.2,successful,Established
127635378,116,card_reader,default,1.0,2025-06-02 03:20:00,2025-06,11.1,failed,Established
127635379,167,online_store,default,1.0,2025-06-02 03:22:00,2025-06,36.5,failed,Established
127635380,171,payment_links,default,1.0,2025-06-02 03:40:00,2025-06,26.6,failed,Established
127635381,151,online_store,default,1.0,2025-06-02 04:06:00,2025-06,51.9,failed,Established
127635382,126,card_reader,default,1.0,2025-06-02 04:16:00,2025-06,12.0,failed,Established
127635383,191,card_reader,default,1.0,2025-06-02 04:25:00,2025-06,52.7,failed,Established
127635384,192,card_reader,default,1.0,2025-06-02 04:28:00,2025-06,1.2,failed,Established
127635385,103,card_reader,default,1.0,2025-06-02 04:36:00,2025-06,21.0,successful,Established
127635386,140,card_reader,default,1.0,2025-06-02 04:38:00,2025-06,53.3,successful,Established
127635387,177,card_reader,default,1.0,2025-06-02 05:07:00,2025-06,35.0,successful,Established
127635388,128,online_store,default,1.0,2025-06-02 05:22:00,2025-06,53.4,failed,Established
127635389,177,online_store,default,1.0,2025-06-02 05:29:00,2025-06,29.6,successful,Established
127635390,191,card_reader,default,1.0,2025-06-02 05:50:00,2025-06,4.1,successful,Established
127635391,141,online_store,default,1.0,2025-06-02 05:56:00,2025-06,23.1,successful,Established
127635392,186,card_reader,default,1.0,2025-06-02 06:15:00,2025-06,15.9,failed,Established
127635393,103,card_reader,default,1.0,2025-06-02 06:39:00,2025-06,50.4,successful,Established
127635394,136,card_reader,default,1.0,2025-06-02 07:07:00,2025-06,57.0,successful,Established
127635395,187,card_reader,default,1.0,2025-06-02 07:10:00,2025-06,21.8,successful,Established
127635396,168,card_reader,default,1.0,2025-06-02 07:11:00,2025-06,52.6,successful,Established
127635397,200,card_reader,default,1.0,2025-06-02 07:25:00,2025-06,27.2,failed,Established
127635398,132,card_reader,default,1.0,2025-06-02 07:26:00,2025-06,12.2,successful,Established
127635399,145,online_store,default,1.0,2025-06-02 07:38:00,2025-06,11.2,failed,Established
127635400,126,card_reader,default,1.0,2025-06-02 07:39:00,2025-06,31.6,successful,Established
127635401,186,online_store,default,1.0,2025-06-02 07:50:00,2025-06,58.1,successful,Established
127635402,120,card_reader,default,1.0,2025-06-02 07:59:00,2025-06,18.8,successful,Established
127635403,156,card_reader,default,1.0,2025-06-02 08:00:00,2025-06,28.0,successful,Established
127635404,149,payment_links,default,1.0,2025-06-02 08:13:00,2025-06,55.8,failed,Established
127635405,112,card_reader,default,1.0,2025-06-02 08:20:00,2025-06,54.7,successful,Established
127635406,157,payment_links,default,1.0,2025-06-02 08:25:00,2025-06,4.3,successful,Established
127635407,178,online_store,default,1.0,2025-06-02 08:53:00,2025-06,55.9,successful,Established
127635408,195,payment_links,default,1.0,2025-06-02 09:13:00,2025-06,53.4,successful,Established
127635409,167,online_store,default,1.0,2025-06-02 09:18:00,2025-06,41.0,successful,Established
127635410,116,card_reader,default,1.0,2025-06-02 09:19:00,2025-06,4.5,successful,Established
127635411,195,card_reader,default,1.0,2025-06-02 09:20:00,2025-06,9.3,failed,Established
127635412,110,card_reader,default,1.0,2025-06-02 09:34:00,2025-06,26.6,successful,Established
127635413,165,payment_links,default,1.0,2025-06-02 09:41:00,2025-06,28.1,successful,Established
127635414,106,card_reader,default,1.0,2025-06-02 10:03:00,2025-06,40.8,successful,Established
127635415,193,card_reader,default,1.0,2025-06-02 10:06:00,2025-06,2.7,successful,Established
127635416,187,online_store,default,1.0,2025-06-02 10:10:00,2025-06,39.2,failed,Established
127635417,153,card_reader,default,1.0,2025-06-02 10:12:00,2025-06,52.5,failed,Established
127635418,115,card_reader,default,1.0,2025-06-02 10:13:00,2025-06,41.0,successful,Established
127635419,152,payment_links,default,1.0,2025-06-02 10:14:00,2025-06,54.0,failed,Established
127635420,194,card_reader,default,1.0,2025-06-02 10:20:00,2025-06,56.4,successful,Established
127635421,107,payment_links,default,1.0,2025-06-02 10:31:00,2025-06,5.2,successful,Established
127635422,126,card_reader,default,1.0,2025-06-02 11:17:00,2025-06,54.3,successful,Established
127635423,152,online_store,default,1.0,2025-06-02 11:23:00,2025-06,35.7,successful,Established
127635424,183,card_reader,default,1.0,2025-06-02 11:23:00,2025-06,15.1,successful,Established
127635425,139,card_reader,default,1.0,2025-06-02 13:28:00,2025-06,46.1,successful,Established
127635426,183,payment_links,default,1.0,2025-06-02 13:28:00,2025-06,16.4,successful,Established
127635427,118,card_reader,default,1.0,2025-06-02 13:35:00,2025-06,38.8,successful,Established
127635428,114,card_reader,default,1.0,2025-06-02 13:35:00,2025-06,29.7,successful,Established
127635429,139,card_reader,default,1.0,2025-06-02 14:03:00,2025-06,19.4,successful,Established
127635430,109,card_reader,default,1.0,2025-06-02 14:11:00,2025-06,11.4,successful,Established
127635431,138,card_reader,default,1.0,2025-06-02 14:20:00,2025-06,12.9,successful,Established
127635432,113,card_reader,default,1.0,2025-06-02 15:01:00,2025-06,9.5,successful,Established
127635433,168,online_store,default,1.0,2025-06-02 15:49:00,2025-06,33.8,successful,Established
127635434,129,card_reader,default,1.0,2025-06-02 15:53:00,2025-06,1.0,successful,Established
127635435,116,card_reader,default,1.0,2025-06-02 15:56:00,2025-06,41.3,successful,Established
127635436,165,card_reader,default,1.0,2025-06-02 16:01:00,2025-06,35.8,successful,Established
127635437,197,online_store,default,1.0,2025-06-02 16:02:00,2025-06,9.2,successful,Established
127635438,149,card_reader,default,1.0,2025-06-02 16:18:00,2025-06,57.7,successful,Established
127635439,114,card_reader,default,1.0,2025-06-02 16:29:00,2025-06,53.6,successful,Established
127635440,158,online_store,default,1.0,2025-06-02 16:38:00,2025-06,43.9,successful,Established
127635441,178,card_reader,default,1.0,2025-06-02 16:47:00,2025-06,18.8,successful,Established
127635442,184,online_store,default,1.0,2025-06-02 17:02:00,2025-06,9.2,successful,Established
127635443,184,card_reader,default,1.0,2025-06-02 17:35:00,2025-06,22.7,failed,Established
127635444,122,card_reader,default,1.0,2025-06-02 17:37:00,2025-06,3.6,successful,Established
127635445,140,card_reader,default,1.0,2025-06-02 17:44:00,2025-06,5.5,successful,Established
127635446,185,card_reader,default,1.0,2025-06-02 17:47:00,2025-06,37.1,successful,Established
127635447,127,card_reader,default,1.0,2025-06-02 17:52:00,2025-06,36.5,successful,Established
127635448,121,card_reader,default,1.0,2025-06-02 17:57:00,2025-06,14.5,successful,Established
127635449,191,online_store,default,1.0,2025-06-02 17:59:00,2025-06,16.5,failed,Established
127635450,103,card_reader,default,1.0,2025-06-02 18:04:00,2025-06,20.5,successful,Established
127635451,179,payment_links,default,1.0,2025-06-02 18:07:00,2025-06,14.1,successful,Established
127635452,103,card_reader,default,1.0,2025-06-02 18:16:00,2025-06,16.6,successful,Established
127635453,138,online_store,default,1.0,2025-06-02 18:19:00,2025-06,23.4,successful,Established
127635454,144,online_store,default,1.0,2025-06-02 18:19:00,2025-06,53.7,failed,Established
127635455,183,online_store,default,1.0,2025-06-02 18:28:00,2025-06,31.9,successful,Established
127635456,192,card_reader,default,1.0,2025-06-02 18:31:00,2025-06,42.3,failed,Established
127635457,104,card_reader,default,1.0,2025-06-02 18:37:00,2025-06,48.6,successful,Established
127635458,106,card_reader,default,1.0,2025-06-02 18:40:00,2025-06,24.7,failed,Established
127635459,195,card_reader,default,1.0,2025-06-02 18:56:00,2025-06,32.1,successful,Established
127635460,154,payment_links,default,1.0,2025-06-02 19:14:00,2025-06,33.2,failed,Established
127635461,191,payment_links,default,1.0,2025-06-02 19:14:00,2025-06,20.5,successful,Established
127635462,182,card_reader,default,1.0,2025-06-02 19:27:00,2025-06,24.0,successful,Established
127635463,141,card_reader,default,1.0,2025-06-02 19:31:00,2025-06,1.7,successful,Established
127635464,153,online_store,default,1.0,2025-06-02 19:32:00,2025-06,56.2,successful,Established
127635465,100,payment_links,default,1.0,2025-06-02 19:43:00,2025-06,35.1,successful,Established
127635466,130,payment_links,default,1.0,2025-06-02 19:50:00,2025-06,43.3,successful,Established
127635467,148,online_store,default,1.0,2025-06-02 19:51:00,2025-06,27.8,successful,Established
127635468,111,card_reader,default,1.0,2025-06-02 19:52:00,2025-06,47.1,failed,Established
127635469,154,card_reader,default,1.0,2025-06-02 19:53:00,2025-06,19.9,failed,Established
127635470,186,online_store,default,1.0,2025-06-02 20:04:00,2025-06,30.0,successful,Established
127635471,183,online_store,default,1.0,2025-06-02 20:05:00,2025-06,39.3,successful,Established
127635472,164,card_reader,default,1.0,2025-06-02 20:20:00,2025-06,55.5,successful,Established
127635473,196,card_reader,default,1.0,2025-06-02 20:41:00,2025-06,46.5,successful,Established
127635474,149,card_reader,default,1.0,2025-06-02 20:51:00,2025-06,32.8,successful,Established
127635475,105,online_store,default,1.0,2025-06-02 20:52:00,2025-06,42.2,successful,Established
127635476,111,card_reader,default,1.0,2025-06-02 21:43:00,2025-06,48.2,failed,Established
127635477,165,card_reader,default,1.0,2025-06-02 21:53:00,2025-06,18.9,failed,Established
127635478,120,card_reader,default,1.0,2025-06-02 21:59:00,2025-06,12.3,successful,Established
127635479,161,card_reader,default,1.0,2025-06-02 22:20:00,2025-06,42.5,successful,Established
127635480,159,card_reader,default,1.0,2025-06-02 22:28:00,2025-06,34.1,successful,Established
127635481,190,card_reader,default,1.0,2025-06-02 22:43:00,2025-06,55.6,failed,Established
127635482,180,payment_links,default,1.0,2025-06-02 22:52:00,2025-06,23.7,successful,Established
127635483,170,card_reader,default,1.0,2025-06-02 23:11:00,2025-06,48.8,failed,Established
127635484,135,payment_links,default,1.0,2025-06-02 23:42:00,2025-06,35.1,successful,Established
127635485,188,online_store,default,1.0,2025-06-02 23:45:00,2025-06,28.4,failed,Established
127635486,182,card_reader,default,1.0,2025-06-02 23:52:00,2025-06,48.1,successful,Established
127635487,128,card_reader,default,1.0,2025-06-03 00:10:00,2025-06,44.0,successful,Established
127635488,101,card_reader,default,1.0,2025-06-03 00:46:00,2025-06,5.8,successful,Established
127635489,199,online_store,default,1.0,2025-06-03 00:48:00,2025-06,54.2,successful,Established
127635490,131,card_reader,default,1.0,2025-06-03 00:50:00,2025-06,25.4,successful,Established
127635491,125,payment_links,default,1.0,2025-06-03 01:10:00,2025-06,15.0,successful,Established
127635492,160,card_reader,default,1.0,2025-06-03 01:12:00,2025-06,56.6,successful,Established
127635493,115,online_store,default,1.0,2025-06-03 01:28:00,2025-06,23.6,failed,Established
127635494,118,card_reader,default,1.0,2025-06-03 01:43:00,2025-06,49.2,successful,Established
127635495,134,card_reader,default,1.0,2025-06-03 01:45:00,2025-06,35.7,successful,Established
127635496,112,payment_links,default,1.0,2025-06-03 01:51:00,2025-06,22.1,successful,Established
127635497,171,online_store,default,1.0,2025-06-03 02:18:00,2025-06,49.5,successful,Established
127635498,145,card_reader,default,1.0,2025-06-03 02:37:00,2025-06,23.5,failed,Established
127635499,109,card_reader,default,1.0,2025-06-03 02:42:00,2025-06,8.9,successful,Established
127635500,111,card_reader,default,1.0,2025-06-03 03:00:00,2025-06,4.6,successful,Established
127635501,116,online_store,default,1.0,2025-06-03 03:03:00,2025-06,52.3,successful,Established
127635502,189,card_reader,default,1.0,2025-06-03 03:04:00,2025-06,6.0,successful,Established
127635503,197,card_reader,default,1.0,2025-06-03 03:05:00,2025-06,46.4,successful,Established
127635504,118,payment_links,default,1.0,2025-06-03 03:15:00,2025-06,23.6,successful,Established
127635505,172,online_store,default,1.0,2025-06-03 03:16:00,2025-06,14.3,successful,Established
127635506,125,online_store,default,1.0,2025-06-03 03:28:00,2025-06,5.9,successful,Established
127635507,120,online_store,default,1.0,2025-06-03 03:30:00,2025-06,35.8,successful,Established
127635508,106,payment_links,default,1.0,2025-06-03 03:59:00,2025-06,45.3,successful,Established
127635509,192,card_reader,default,1.0,2025-06-03 04:00:00,2025-06,17.7,successful,Established
127635510,149,payment_links,default,1.0,2025-06-03 04:07:00,2025-06,50.3,successful,Established
127635511,134,payment_links,default,1.0,2025-06-03 04:28:00,2025-06,52.5,successful,Established
127635512,100,card_reader,default,1.0,2025-06-03 04:42:00,2025-06,14.7,failed,Established
127635513,104,card_reader,default,1.0,2025-06-03 04:55:00,2025-06,38.7,failed,Established
127635514,163,card_reader,default,1.0,2025-06-03 04:55:00,2025-06,57.4,successful,Established
127635515,183,card_reader,default,1.0,2025-06-03 05:25:00,2025-06,30.4,successful,Established
127635516,124,card_reader,default,1.0,2025-06-03 05:53:00,2025-06,38.9,successful,Established
127635517,200,card_reader,default,1.0,2025-06-03 05:55:00,2025-06,44.6,successful,Established
127635518,165,online_store,default,1.0,2025-06-03 05:57:00,2025-06,34.1,successful,Established
127635519,128,card_reader,default,1.0,2025-06-03 06:07:00,2025-06,47.8,failed,Established
127635520,158,card_reader,default,1.0,2025-06-03 06:15:00,2025-06,8.5,failed,Established
127635521,146,card_reader,default,1.0,2025-06-03 06:23:00,2025-06,51.9,successful,Established
127635522,140,card_reader,default,1.0,2025-06-03 06:30:00,2025-06,59.4,successful,Established
127635523,200,card_reader,default,1.0,2025-06-03 06:36:00,2025-06,19.1,successful,Established
127635524,186,card_reader,default,1.0,2025-06-03 06:43:00,2025-06,34.4,successful,Established
127635525,137,card_reader,default,1.0,2025-06-03 06:50:00,2025-06,10.0,successful,Established
127635526,148,card_reader,default,1.0,2025-06-03 07:06:00,2025-06,26.0,successful,Established
127635527,128,payment_links,default,1.0,2025-06-03 07:08:00,2025-06,40.3,successful,Established
127635528,164,card_reader,default,1.0,2025-06-03 07:23:00,2025-06,3.7,successful,Established
127635529,142,payment_links,default,1.0,2025-06-03 07:43:00,2025-06,49.0,successful,Established
127635530,133,card_reader,default,1.0,2025-06-03 07:43:00,2025-06,13.1,successful,Established
127635531,112,card_reader,default,1.0,2025-06-03 07:56:00,2025-06,6.0,successful,Established
127635532,124,card_reader,default,1.0,2025-06-03 07:58:00,2025-06,18.4,successful,Established
127635533,129,payment_links,default,1.0,2025-06-03 08:06:00,2025-06,50.2,successful,Established
127635534,135,online_store,default,1.0,2025-06-03 08:07:00,2025-06,25.4,successful,Established
127635535,122,card_reader,default,1.0,2025-06-03 08:31:00,2025-06,10.2,successful,Established
127635536,172,online_store,default,1.0,2025-06-03 08:38:00,2025-06,4.6,successful,Established
127635537,179,online_store,default,1.0,2025-06-03 08:40:00,2025-06,22.4,successful,Established
127635538,185,card_reader,default,1.0,2025-06-03 08:42:00,2025-06,13.4,failed,Established
127635539,126,card_reader,default,1.0,2025-06-03 08:48:00,2025-06,18.5,successful,Established
127635540,130,card_reader,default,1.0,2025-06-03 09:05:00,2025-06,35.3,successful,Established
127635541,120,card_reader,default,1.0,2025-06-03 09:13:00,2025-06,8.3,successful,Established
127635542,171,card_reader,default,1.0,2025-06-03 09:13:00,2025-06,41.7,successful,Established
127635543,192,card_reader,default,1.0,2025-06-03 09:17:00,2025-06,48.3,successful,Established
127635544,188,card_reader,default,1.0,2025-06-03 09:30:00,2025-06,14.4,successful,Established
127635545,186,payment_links,default,1.0,2025-06-03 09:48:00,2025-06,18.7,successful,Established
127635546,117,card_reader,default,1.0,2025-06-03 10:24:00,2025-06,15.9,successful,Established
127635547,179,card_reader,default,1.0,2025-06-03 10:28:00,2025-06,28.3,successful,Established
127635548,171,payment_links,default,1.0,2025-06-03 10:32:00,2025-06,55.1,successful,Established
127635549,188,payment_links,default,1.0,2025-06-03 10:35:00,2025-06,24.9,successful,Established
